Name/Word,Frequency,Confidence_Score,Script Type,Found Form,Language,Monier Williams Meaning,Etymology,Page#,Part#,Context/Line#,Proper Noun/Epithet/Place,Notes
Sirhhala,2,0.6,roman,Sirhhala,Mixed,Name/epithet requiring verification,Unknown,Page 338,Part 2,proclaimed that Vardhamana has3 fourteen thousand (villages). 158. It is said that the island of Sirhhala' has ten thousand (villages). The land Pa.{19udesaka6 has thirty-six thousand villages. 159. B...,proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Siriki,2,0.6,roman,Siriki,Mixed,Name/epithet requiring verification,Unknown,Page 219,Part 20,"e streets. They cut with their teeth the hairs of young women and men while asleep at night. 29. Siriki birds shrieked •ci-ci-kii-ci"" in the abodes of Vr,l)is. That noise continued day and night and n...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Sirilhala,2,0.6,roman,Sirilhala,Mixed,Name/epithet requiring verification,Unknown,Page 338,Part 2,"VirAl)asi, north of Vindhya, near Dacca, Malwa, Kathia- wad (De 2S). 4. Sirilhala-As per our text, Sirilhala is different from Lanka which is mentioned as a different region in v 155. This Puraoa rega...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
SirilhI,2,0.6,roman,SirilhI,Mixed,Name/epithet requiring verification,Unknown,Page 598,Part 2,"ikarottarasthina 541 Sikbandibhrt 354 Sitot~a 449 Si11da 241 Slrnantonnayana. 461 Simbala 332 SirilhI 124 Sindhu 330 Sinner, boutful 471 Sinners association with the 4 70- 71 Sins, great 363 Sins,",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Sirilhiki,2,0.6,roman,Sirilhiki,Mixed,Name/epithet requiring verification,Unknown,Page 75,Part 9,"66 Skanda Purizl'}a 42-43. They were: Aditi, Diti, Danu, Kali, Daniyu, Sirilhiki, Krodhi, Provi, Vasi,Jhi, Vinati, Kapili, KaQ(Jii and Sunetri. (Dalqa) gave them to Ka§yapa. Of A",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Sisana,2,0.6,roman,Sisana,Mixed,Name/epithet requiring verification,Unknown,Page 130,Part 2,"124 Skanda Purltia Kapili, Pingala, Bhima, Virupik$a, Vilohita, Ajaka, Sisana, Sisti, Sambha and Bhava the last one (? ten only). Other attendants of Rudra are remembered as t",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Sisu,2,0.6,roman,Sisu,Mixed,Name/epithet requiring verification,Unknown,Page 270,Part 12,"ue), Nirmulya (invaluable), Surabhi (sweet-smelling), Sukhi (happy), Pita (father), Mata (mother), Sisu (infant), Bandhu (kinsman), Dhata (creator), Tvanr, Aryaman, Yama, 152. Antabstha (stationed wit",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Sisumara,2,0.6,roman,Sisumara,Mixed,Name/epithet requiring verification,Unknown,Page 481,Part 18,"0, 923 Smdhumalhiri 1079 Smduratilaka 861 Single bangle of the daughter 771 Sin;iapara,aiins 2 Sisumara 966 . SifY-1 973 Sita 69, 70, 397, 406 Siva 436, 903 Siva, A hundred years of 1201 Siva and Sa",divine_relation,"Pattern: sa, Important: False, Confidence: 0.6"
Sitasita,2,0.6,roman,Sitasita,Mixed,Name/epithet requiring verification,Unknown,Page 234,Part 10,"three means of salvation. SS. First comes Piiupatayoga ( consisting of use of Bhasma etc.), then Sitasita (i.e., Prayiga), then the effrodess means of salvation namely Avimukta (i.e., Kiii). 86-41. Th...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Sititapa,2,0.6,roman,Sititapa,Mixed,Name/epithet requiring verification,Unknown,Page 329,Part 20,"Sivarl}.i, Jitiikarl}.ya, Vatsa, Vasinha, Pulastya, Pulaha, Kratu, Manu, Yama, Angiras, Vi!Jl}.U, Sititapa, Parisara, Sil}.Qilya, Kausika, Gautama, Girgya, Dilbhya, Saunaka, Sikalya, Gilava, Jibili, M...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Sitkta,2,0.6,roman,Sitkta,Mixed,Name/epithet requiring verification,Unknown,Page 429,Part 11,"orshipping Rudresa there, one shall obtain the merit of ten million Rudras (i.e. chanting of Rudra-Sitkta ten million times). 90. 0 Apan:ia, when the fourteenth lunar day coincides with the Rudra-cons...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Sitt,2,0.6,roman,Sitt,Mixed,Name/epithet requiring verification,Unknown,Page 167,Part 17,"568 SlalnlM ,,.,.,,. • Sitt,..id: . 6. On hearing his words, Mil;ldavya was excessively angry. He spoke to Dharmaraja stand",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Sittvata,2,0.6,roman,Sittvata,Mixed,Name/epithet requiring verification,Unknown,Page 375,Part 7,"31 :'l Santanu, 34 7 Sar.t.svati, 301 Sarayii, 301 Sarnga. 262 Sirvabhauma, 267 Sattva, 310 Sittvata, 329 Saturn, 332 Saunaka,225 Sauti, 22.5 Sivan:ai, 225, 226, 228, 317 Sivitri, 311 sea.-i, 31",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Sittvic,2,0.6,roman,Sittvic,Mixed,Name/epithet requiring verification,Unknown,Page 27,Part 9,"d animals became gentle as domestic pets. There (giving up their natural animosity) cats became of Sittvic nature with mice, mongooses with serpents, and lions with fawns of the deer. They played with...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
SIUJnda,2,0.6,roman,SIUJnda,Mixed,Name/epithet requiring verification,Unknown,Page 85,Part 13,"74 SIUJnda Purana • On seeing that slayer of Brahmar;ias, this Brahmar;ia became agitated with fear. But he",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Sivadf,2,0.6,roman,Sivadf,Mixed,Name/epithet requiring verification,Unknown,Page 280,Part 19,"n of Daityas, she summoned Bhairava and employed him as a messenger. Then she became well-known as Sivadf1ti and thereafter as Yogesvari. 4-5. The place where Bhairava was employed as a messen- ger by...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Sivagar,2,0.6,roman,Sivagar,Mixed,Name/epithet requiring verification,Unknown,Page 135,Part 13,"re merciful and have bestowed on the subjects almost all that they desired."" On hearing this, the Sivagar:ia had a suitable opportunity. He said to her: Tiu Bhiklu said: 25-!2. 0 fair lady, how dare y...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Sivagaya,2,0.6,roman,Sivagaya,Mixed,Name/epithet requiring verification,Unknown,Page 136,Part 11,>ds and commit suicide also derive satisfaction (of redemption) through balls of rice of- fered at Sivagaya. 77. The balls of nee offered here to the dead anc·estors of father's Gotra and mother's sid...,proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Sivalirtha,2,0.6,roman,Sivalirtha,Mixed,Name/epithet requiring verification,Unknown,Page 165,Part 8,"nkhatirtha: Vatsanabha Freed from the Sin of Ingratitude Sri Suta said: I. After taking bath in Sivalirtha that redeems one from the sin of Brahmar,a-slaughter, the man should proceed to Sailkhatirtha...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Sivana,2,0.6,roman,Sivana,Mixed,Name/epithet requiring verification,Unknown,Page 413,Part 20,mcivara 4!12 Sityaki 584 Satyinrta 5!15 Satyavin 452 Saubhigyeivari !181 Saura 6 Saurya 51!1 Sivana calendar 524 Sivara;ai 7!1 Savitf !127 Sivitri 4!16 Sivitri Piiji 450 Sivitri Vrata 450 Sivit,proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Sivaparvata,2,0.6,roman,Sivaparvata,Mixed,Name/epithet requiring verification,Unknown,Page 599,Part 2,"(wife of Angiras) 243 Siv•-Liilga, installing a 281 Siv•-Mahiml-Stotra 280 Siva-pailcayatana 90 Sivaparvata 75 Skanda 118,536 Skanda, story of the birth of 242 Skanda 353 Skin 465 Slander, listening t...",divine_relation,"Pattern: sa, Important: False, Confidence: 0.6"
SJu,2,0.6,roman,SJu,Mixed,Name/epithet requiring verification,Unknown,Page 215,Part 19,"204 SJu.inda. PuTtl""4 37-43. ""As soon as you come to the east and espy me, 0 lady of excellent holy rite",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Skamla,2,0.6,roman,Skamla,Mixed,Name/epithet requiring verification,Unknown,Page 57,Part 7,46 Skamla Puril1J.a swooned. He was much distressed due to thirst. The base king took pity on him. • 51.,proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Skan,2,0.6,roman,Skan,Mixed,"Related to: Name of the god of war, son of Śiva and Pārvatī","from √skand ""to leap""",Page 265,Part 18,1036 Skan<La Purii1Ja I I. He should be known as Sacchi1dra. She duly offers their shares to the Devas etc.,proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
SkandaP,2,0.6,roman,SkandaP,Mixed,"Related to: Name of the god of war, son of Śiva and Pārvatī","from √skand ""to leap""",Page 117,Part 6,"106 SkandaP'urllla • sports of cows the moon becomes visible, Soma Rljl (the shining Moon) kills the animals",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
SkandaPuralJ,2,0.6,roman,SkandaPuralJ,Mixed,"Related to: Name of the god of war, son of Śiva and Pārvatī","from √skand ""to leap""",Page 277,Part 8,266 SkandaPuralJ(J Giyatri and Sarasvati happened to be present at Gandhamidana Parvata. He who listens to this c,proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
SkandaPurana,2,0.6,roman,SkandaPurana,Mixed,"Related to: Name of the god of war, son of Śiva and Pārvatī","from √skand ""to leap""",Page 229,Part 5,220 SkandaPurana • There is no doubt that he will go to the pure region of Vi~s:iu in due course. 16. Even if (N,proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
SkandaPurat,2,0.6,roman,SkandaPurat,Mixed,"Related to: Name of the god of war, son of Śiva and Pārvatī","from √skand ""to leap""",Page 253,Part 8,242 SkandaPurat}Q Earlier it was said by you that Cakratirtha is near it. Where is that Kfiraku94a? Of what sort,proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
SkandaPurflJa,2,0.6,roman,SkandaPurflJa,Mixed,"Related to: Name of the god of war, son of Śiva and Pārvatī","from √skand ""to leap""",Page 281,Part 6,"270 SkandaPurflJa 35. Alas, the weakness of the intellect! Alu, adverse fate and bad luck! Alas, the powerful infl",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
SkandaPurii,2,0.6,roman,SkandaPurii,Mixed,"Related to: Name of the god of war, son of Śiva and Pārvatī","from √skand ""to leap""",Page 191,Part 4,182 SkandaPurii(la 17. Who is competent to praise adequately your wonderful activities on the earth? It is by my,proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
SkandaPuriJJa,2,0.6,roman,SkandaPuriJJa,Mixed,"Related to: Name of the god of war, son of Śiva and Pārvatī","from √skand ""to leap""",Page 83,Part 8,72 SkandaPuriJJa He was caught by a Brahmarlkfasa sent by Yama. It wu due to a tenible sin committed in the course,proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
SkandaPuriu,2,0.6,roman,SkandaPuriu,Mixed,"Related to: Name of the god of war, son of Śiva and Pārvatī","from √skand ""to leap""",Page 251,Part 7,"240 SkandaPuriu;,a untruth was uttered (by him), nor did (his) mind get corrupt, not did he commit the slightest",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
SkandaPurQl,2,0.6,roman,SkandaPurQl,Mixed,"Related to: Name of the god of war, son of Śiva and Pārvatī","from √skand ""to leap""",Page 307,Part 7,"296 SkandaPurQl}O taxes, except from BrihmaQas, and from other sources, after keeping contented all the subjects",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Skandha,2,0.6,roman,Skandha,Mixed,"Related to: Name of the god of war, son of Śiva and Pārvatī","from √skand ""to leap""",Page 262,Part 6,"he end of the Kalpa. 38. The man who reads the stories of my boyhood activities (as in the tenth Skandha of Bhlgavata) during the observance of my Jigara.,a. shall stay in ~veta DvTpa for thousands.an...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Skando,2,0.6,roman,Skando,Mixed,"Related to: Name of the god of war, son of Śiva and Pārvatī","from √skand ""to leap""",Page 69,Part 4,"60 Skando Purl(la with a bow (in his hand) he lay in wait. Then he saw the boar or magnificent features, ha",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
SkanJa,2,0.6,roman,SkanJa,Mixed,"Related to: Name of the god of war, son of Śiva and Pārvatī","from √skand ""to leap""",Page 347,Part 7,336 SkanJa Pul'Wµl ing her symmetrical ears; having a nose like (the beak oO a parrot; young in age (below f,proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Skarula,2,0.6,roman,Skarula,Mixed,Name/epithet requiring verification,Unknown,Page 329,Part 7,318 Skarula PuriuJa 25. The period of each Manu is seventy-one Yugas. Twelve thou- sand years of Devas make o,proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Skfl,2,0.6,roman,Skfl,Mixed,Name/epithet requiring verification,Unknown,Page 473,Part 11,"a 155 Gajakarna 57 GaJisura 184 Gajasura, the great hide of 187 Gajasya 228 Caja Tirtha 322 Skfl,ndfl Pu.rana Gaja-Vinay.1ka 57 Ganadhyaksa 53, 58, 200 Gandharvakunc;la 156 Gandharvesvara 1",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
SklllldaPu,2,0.6,roman,SklllldaPu,Mixed,Name/epithet requiring verification,Unknown,Page 177,Part 6,"166 SklllldaPu,ffJa The Attendants said: 2. Two sons were born of DevahDtI, the daughter of Troabindu, 0 Brlhm",divine_relation,"Pattern: sa, Important: False, Confidence: 0.6"
Sko,2,0.6,roman,Sko,Mixed,Name/epithet requiring verification,Unknown,Page 201,Part 8,"190 Sko.nda Pura,µi sin of carnally approaching the wife of the preceptor, those that are on a par with t",divine_relation,"Pattern: sa, Important: False, Confidence: 0.6"
SktJnda,2,0.6,roman,SktJnda,Mixed,Name/epithet requiring verification,Unknown,Page 157,Part 7,146 SktJnda Pural){l roots and fruits forming his diet. During summer he performed penance seated in the mids,proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Slca,2,0.6,roman,Slca,Mixed,Name/epithet requiring verification,Unknown,Page 103,Part 19,92 Slca:nda Pura~ 21. Thus the great origin of Arkasthala has been narrated. It is also explained how the,proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Slcandal,2,0.6,roman,Slcandal,Mixed,Name/epithet requiring verification,Unknown,Page 113,Part 5,104 Slcandal'urana • royal families. These and other rare objects were eagerly enjoyed by Devas and human bei,proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Slhana,2,0.6,roman,Slhana,Mixed,Name/epithet requiring verification,Unknown,Page 346,Part 15,"Vaidyanalha 572 Vaikhanasa Bnihmal)as !16 Vaimiinika Gal)as 35 Vai~kha 104, 185, 301 Vaisaltha-Slhana 108 Vaiiarhpayana 6 Vai,l)ava 18, 37, 53, 338, 358, 446 Vai,r;iava region 46 Vai~avas 18, 41, 7",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Sll,2,0.6,roman,Sll,Mixed,Name/epithet requiring verification,Unknown,Page 286,Part 6,"IJ. vi. I . I 6-30 215 16. On being told thus, Vi~r,urita (i.e. Pan1tJit) invited Sll)4ilya, the priest of Nanda, and others in order to dispel the doubt of Vajra. 17. S~C,ilya immed",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Sllantla,2,0.6,roman,Sllantla,Mixed,Name/epithet requiring verification,Unknown,Page 375,Part 20,7!6 Sllantla Punitaa 17-19. Persons desirous of liberation praise a person who desires to experience griefs a,divine_relation,"Pattern: sa, Important: False, Confidence: 0.6"
Sllyujya,2,0.6,roman,Sllyujya,Mixed,Name/epithet requiring verification,Unknown,Page 79,Part 6,"ake his holy bath in Kllveri, he will be liberated from all sins by that itself and he will auain Sllyujya with (i.e. absorption into) Vi~,:iu. 51-53. Who can (adequately) recount the excellent greatn...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Slmaveda,2,0.6,roman,Slmaveda,Mixed,Name/epithet requiring verification,Unknown,Page 267,Part 6,"ure. While giving the vessels away, he should utter thus: ""May ~gveda be pleased in the East. May Slmaveda be pleased in the South. May Yajurveda be pleased in the West and may Alharvaveda be pleased ...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Slo,2,0.6,roman,Slo,Mixed,Name/epithet requiring verification,Unknown,Page 342,Part 16,"ad in her heart the surging emotion of anger, although she was under the vow of silence. J. This Slo4ill i1 different from the other Sio4ili who carried her dilabled hwband on ber head and preven1.ed",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Slokas,2,0.6,roman,Slokas,Mixed,Name/epithet requiring verification,Unknown,Page 216,Part 9,"3. Knowing that the rock was moving, one of the BrahmaQas born of Vatsya Gotra sang sweetly (some) Slokas to the other BrahmaQas. On hearing the song, they were surprised. When the day dawned well, th...",divine_relation,"Pattern: sa, Important: False, Confidence: 0.6"
Slta,2,0.6,roman,Slta,Mixed,Name/epithet requiring verification,Unknown,Page 33,Part 15,in Ganga. It is af&er giving this advice lhat he gives Agni an oral dose of his semen. . iii. Slta11da'1- penance on the bank of Narmadi to please his parents and creating a Tirlha af&er his name o,proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
SltP,2,0.6,roman,SltP,Mixed,Name/epithet requiring verification,Unknown,Page 65,Part 8,a? It behoves you to recount to us the power of this Tirtba. I. This Sudaruna story ii speeaal to SltP. Neither thi1 Ganclharva youth nor Sap Ollava who cursed him ii traced in PI and PB. Downloaded f,proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Sluantla,2,0.6,roman,Sluantla,Mixed,Name/epithet requiring verification,Unknown,Page 269,Part 16,"258 Sluantla Puni'8 Sri Dwi said.: 82. 0 fair lady, from now onwards, I shall make my hennitage in this excel",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
